Track ID,Track Name,Artist(s),Album,Release Date,Cover Image,Popularity,Genre
4ulroyDK6rN73nVkCkWhur,Sahiba,"['Jasleen Royal', 'Stebin Ben', 'Vijay Deverakonda', 'Radhikka Madan', 'Priya Saraiya', 'Aditya Sharma']",Sahiba,15-11-2024,https://i.scdn.co/image/ab67616d0000b273b5e7944443cec785db91184b,78,bollywood
1PDREqVNvmphIoNac3Vz8c,Sanam Teri Kasam,"['Ankit Tiwari', 'Palak Muchhal', 'Sameer Anjaan']",Sanam Teri Kasam (Original Motion Picture Soundtrack),06-01-2016,https://i.scdn.co/image/ab67616d0000b273f000fdbe92e9a1058034fd33,74,bollywood
5zCnGtCl5Ac5zlFHXaZmhy,"Sajni (From ""Laapataa Ladies"")","['Ram Sampath', 'Arijit Singh', 'Prashant Pandey']","Sajni (From ""Laapataa Ladies"")",12-02-2024,https://i.scdn.co/image/ab67616d0000b273d5f4378b1ffc9119fdc7306d,75,bollywood
5AnWrUzsrFgBvhn6dUElnr,"Aaj Ki Raat (From ""Stree 2"")","['Sachin-Jigar', 'Madhubanti Bagchi', 'Divya Kumar', 'Amitabh Bhattacharya']","Aaj Ki Raat (From ""Stree 2"")",24-07-2024,https://i.scdn.co/image/ab67616d0000b2735e16168f7e8ff4fb8aace6cf,73,bollywood
78BWCd70D1X6LMkDZm1UoF,Millionaire,['Yo Yo Honey Singh'],Glory,26-08-2024,https://i.scdn.co/image/ab67616d0000b273aad3f4b601ae8763b3fc4e88,74,bollywood
3trnNo4KeaUlFuUiV7iRCj,Tera Chehra,"['Arijit Singh', 'Sameer Anjaan']",Sanam Teri Kasam (Original Motion Picture Soundtrack),06-01-2016,https://i.scdn.co/image/ab67616d0000b273f000fdbe92e9a1058034fd33,73,bollywood
2Fv2injs4qAm8mJBGaxVKU,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","['Arijit Singh', 'Mithoon']","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",31-05-2019,https://i.scdn.co/image/ab67616d0000b273ba03ff79dad25f7c3542382f,74,bollywood
2ceeTJAzKy295Fm0VsaXtE,"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")","['Sachin-Jigar', 'Raghav Chaitanya', 'Varun Jain', 'Indraneel']","Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")",02-02-2024,https://i.scdn.co/image/ab67616d0000b273b608e9bcf3845d082d1d559e,73,bollywood
3yHyiUDJdz02FZ6jfUbsmY,"Satranga (From ""ANIMAL"")","['Arijit Singh', 'Shreyas Puranik', 'Siddharth - Garima']","Satranga (From ""ANIMAL"")",27-10-2023,https://i.scdn.co/image/ab67616d0000b273021d7017f73387b008eab271,73,bollywood
7eQl3Yqv35ioqUfveKHitE,Tum Se Hi,"['Pritam', 'Mohit Chauhan', 'Irshad Kamil']",Jab We Met,21-09-2007,https://i.scdn.co/image/ab67616d0000b27352fe6875028c892308ffc2f7,73,bollywood
5GJ3WaxTSlxDY3csctX20H,Bewajah,"['Himesh Reshammiya', 'Sameer Anjaan']",Sanam Teri Kasam (Original Motion Picture Soundtrack),06-01-2016,https://i.scdn.co/image/ab67616d0000b273f000fdbe92e9a1058034fd33,72,bollywood
7yDHHVKLbvDmVw1XXhDDIO,Pehle Bhi Main,"['Vishal Mishra', 'Raj Shekhar']",ANIMAL,24-11-2023,https://i.scdn.co/image/ab67616d0000b2735f3ede47954a93aa03efe5f9,73,bollywood
45PA9lW7U5LYnlpGrdTyHY,Sang Rahiyo (feat. Ujjwal Kashyap),"['Jasleen Royal', 'Ujjwal Kashyap']",Sang Rahiyo (feat. Ujjwal Kashyap),10-09-2020,https://i.scdn.co/image/ab67616d0000b2733e4ba46c9324ef423f347c35,72,bollywood
1bxzr3JK05fMTcweGAZUHp,"Chuttamalle (From ""Devara Part 1"")","['Shilpa Rao', 'Anirudh Ravichander', 'Ramajogayya Sastry']","Chuttamalle (From ""Devara Part 1"")",05-08-2024,https://i.scdn.co/image/ab67616d0000b2736d97b3dc154dfdbe2321fb5c,72,bollywood
76ZWOhRRQzmb4xMoZzTjJ9,Payal,"['Yo Yo Honey Singh', 'Paradox']",Glory,26-08-2024,https://i.scdn.co/image/ab67616d0000b273aad3f4b601ae8763b3fc4e88,72,bollywood
2cPUB8EOT6AfJ8oxhyoNXL,Ye Tune Kya Kiya,"['Pritam', 'Javed Bashir']",Once Upon Ay Time In Mumbai Dobaara !,22-07-2013,https://i.scdn.co/image/ab67616d0000b273fe77bd21eb38ff74b5f21524,72,bollywood
5npFBWhVs3VVlc0nY5xQMA,"Tainu Khabar Nahi - From ""Munjya""","['Sachin-Jigar', 'Arijit Singh']","Tainu Khabar Nahi (From ""Munjya"")",31-05-2024,https://i.scdn.co/image/ab67616d0000b27367a876fee5cd00ed0f395a9e,71,bollywood
56zZ48jdyY2oDXHVnwg5Di,Tum Hi Ho,"['Mithoon', 'Arijit Singh']",Aashiqui 2,06-04-2013,https://i.scdn.co/image/ab67616d0000b2736404721c1943d5069f0805f3,72,bollywood
6fScgF2Y63ScU73nYju0ny,O Saathi,"['Atif Aslam', 'Arko']","O Saathi (From ""Baaghi 2"")",09-03-2018,https://i.scdn.co/image/ab67616d0000b2733b7ae221866b5e81daf4483f,72,bollywood
5PUXKVVVQ74C3gl5vKy9Li,Heeriye (feat. Arijit Singh),"['Jasleen Royal', 'Arijit Singh', 'Dulquer Salmaan']",Heeriye (feat. Arijit Singh),25-07-2023,https://i.scdn.co/image/ab67616d0000b2734a60872ae145776164540a7f,71,bollywood
2PvaburAUlhNHxVhw5lvOq,"Humdard (From ""Ek Villain"")",['Arijit Singh'],Ultimate Love Songs - Arijit Singh,19-05-2020,https://i.scdn.co/image/ab67616d0000b2731aa5adad8593923dcdf1a7d0,71,bollywood
2GXXZFUxYg2LvG8SR0byOE,Jeena Jeena,"['Sachin-Jigar', 'Atif Aslam']",Badlapur (Original Motion Picture Soundtrack),09-12-2014,https://i.scdn.co/image/ab67616d0000b2734c74beed966d2f38aa298c57,71,bollywood
1o8YPl0hyGbpRcHplXNvsm,"Khoobsurat (From ""Stree 2"")","['Sachin-Jigar', 'Vishal Mishra', 'Amitabh Bhattacharya']","Khoobsurat (From ""Stree 2"")",09-08-2024,https://i.scdn.co/image/ab67616d0000b273dd5eaafc5f4075139d7f34b4,70,bollywood
5FXMRdJjKq1BIX4e8Eg9mK,Ajab Si,"['Vishal-Shekhar', 'KK']",Om Shanti Om,18-09-2007,https://i.scdn.co/image/ab67616d0000b273675b3f7dea80153c73581e5e,71,bollywood
2E5kZ1qnB7V9bcwBEKvZv8,"Kasturi (From ""Amar Prem Ki Prem Kahani"")","['Arijit Singh', 'Prasad S', 'Kunaal Vermaa']","Kasturi (From ""Amar Prem Ki Prem Kahani"")",17-09-2024,https://i.scdn.co/image/ab67616d0000b2730097e55317238f0a7dce13f6,70,bollywood
4XxfOvudrnBRdlgzEaq1sd,Born to Shine,['Diljit Dosanjh'],G.O.A.T.,29-07-2020,https://i.scdn.co/image/ab67616d0000b273e62ca3548e739bd85eebbbc9,71,bollywood
6mTvwBzWTGDOVeCNQEqtOE,Soch Na Sake,"['Amaal Mallik', 'Arijit Singh', 'Tulsi Kumar']",Airlift,17-12-2015,https://i.scdn.co/image/ab67616d0000b2736b047c1401c8c18a54e4377d,71,bollywood
0GQngE2rOYvlKwEQjTAsP8,Subhanallah,"['Pritam', 'Sreeram', 'Shilpa Rao']",Yeh Jawaani Hai Deewani,30-03-2013,https://i.scdn.co/image/ab67616d0000b273707ea5b8023ac77d31756ed4,70,bollywood
1eZefeDb8uOsjvcbl1fJrG,"Naina (From ""Crew"")","['Diljit Dosanjh', 'Badshah', 'Raj Ranjodh']","Naina (From ""Crew"")",05-03-2024,https://i.scdn.co/image/ab67616d0000b2737eb29e15e05e9b058c5cc81e,71,bollywood
0645eBDehHcqfiF15hscQV,"Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")","['Vishal Mishra', 'Rashmeet Kaur']","Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")",17-03-2023,https://i.scdn.co/image/ab67616d0000b2736624811ee1d8d7ccf5fadb80,70,bollywood
1tf2iody5iRLYYPDSBpzRc,Soulmate,"['Badshah', 'Arijit Singh']",Ek Tha Raja,18-03-2024,https://i.scdn.co/image/ab67616d0000b2739bb2d30b01ac2cada8a8ad03,70,bollywood
0gPgdRfB4jdGrlyXS0Vx78,Khuda Jaane,"['Vishal-Shekhar', 'KK', 'Shilpa Rao', 'Anvita Dutt Guptan']",Bachna Ae Haseeno,05-07-2008,https://i.scdn.co/image/ab67616d0000b273a08c7022ea424b2f048b46e9,70,bollywood
1WxzZoWBTmB68AtyA6ejBB,Haan Ke Haan,"['Sohail Sen', 'Monali Thakur', 'Kausar Munir']",Maharaj,24-06-2024,https://i.scdn.co/image/ab67616d0000b27328d1993af511ae93aa60b22a,69,bollywood
1hA697u7e1jX2XM8sWA6Uy,Apna Bana Le,"['Sachin-Jigar', 'Arijit Singh', 'Amitabh Bhattacharya']",Bhediya (Original Motion Picture Soundtrack),06-12-2022,https://i.scdn.co/image/ab67616d0000b273b85b4e8fb6ba961aedfde386,70,bollywood
36N5awamOX6XX5pQn3aFXZ,"Soni Soni (From ""Ishq Vishk Rebound"")","['Darshan Raval', 'Jonita Gandhi', 'Rochak Kohli', 'Gurpreet Saini']","Soni Soni (From ""Ishq Vishk Rebound"")",24-05-2024,https://i.scdn.co/image/ab67616d0000b273b397e32af8189792fb1513b4,70,bollywood
3ygfdwvBJ2Y5XhJiiHFFZE,Maiyya Mainu,['Sachet Tandon'],Jersey (Original Motion Picture Soundtrack),26-04-2022,https://i.scdn.co/image/ab67616d0000b273cce734a98bcb8670fd0db8de,69,bollywood
1YMLgvsQdE27r30q0fsLeV,Tera Fitoor,['Arijit Singh'],Genius (Original Motion Picture Soundtrack),24-08-2018,https://i.scdn.co/image/ab67616d0000b273b10cd00a5865ea695f322dd7,69,bollywood
7m4CgL81VVIHaaiSxyH922,Desi Kalakaar,['Yo Yo Honey Singh'],Desi Kalakaar,26-09-2014,https://i.scdn.co/image/ab67616d0000b27365ce8c712e4fb894bc88461b,69,bollywood
5thVzD79BxlDTYy0LfHzvu,Zaroor,"['Aparshakti Khurana', 'Savi Kahlon']",Zaroor,28-05-2024,https://i.scdn.co/image/ab67616d0000b27322054feaa2315be6991352e9,69,bollywood
5sUSbJo0brScvv48ZZ1HrQ,O Meri Laila,"['Atif Aslam', 'Jyotica Tangri']",Laila Majnu (Original Motion Picture Soundtrack),30-10-2018,https://i.scdn.co/image/ab67616d0000b273fc8c4535825cdc0bcafde19a,69,bollywood
5bQ6oDLqvw8tywmnSmwEyL,Apna Bana Le,"['Sachin-Jigar', 'Arijit Singh', 'Amitabh Bhattacharya']",Bhediya (Original Motion Picture Soundtrack),22-11-2022,https://i.scdn.co/image/ab67616d0000b273c7b32b2ebd1ed948c9e7e5c5,69,bollywood
4Tkb7zsDmsawB7S5TpKQV1,Pehli Dafa,"['Atif Aslam', 'Shiraz Uppal']",Pehli Dafa,06-01-2017,https://i.scdn.co/image/ab67616d0000b273afd2bc3f876235be94c0d36d,69,bollywood
3t3wsY5IdLVzB9WidegJSU,Jeene Laga Hoon,"['Atif Aslam', 'Shreya Ghoshal', 'Sachin-Jigar']",Ramaiya Vastavaiya (Original Motion Picture Soundtrack),19-07-2013,https://i.scdn.co/image/ab67616d0000b273cab73e6ac9bf4bf3c6931570,70,bollywood
5Ggb9pKiKcr5vNV9v1e1vs,"Tumhare Hi Rahenge Hum (From ""Stree 2"")","['Sachin-Jigar', 'Varun Jain', 'Shilpa Rao', 'Amitabh Bhattacharya']","Tumhare Hi Rahenge Hum (From ""Stree 2"")",06-08-2024,https://i.scdn.co/image/ab67616d0000b273f507e5b4c73b7b8fba510c28,68,bollywood
2IoZMG3RqiTmsy7Li3zGFg,"Mere Sohneya (From ""Kabir Singh"")","['Sachet Tandon', 'Parampara Tandon', 'Sachet-Parampara']","Mere Sohneya (From ""Kabir Singh"")",06-06-2019,https://i.scdn.co/image/ab67616d0000b2738ae7ce46d1896e3e0fb86e70,69,bollywood
5cgKosPPj5Cs9a2JQufUc1,Ilahi,"['Pritam', 'Arijit Singh']",Yeh Jawaani Hai Deewani,30-03-2013,https://i.scdn.co/image/ab67616d0000b273707ea5b8023ac77d31756ed4,69,bollywood
3tgdOveYac7YMEAQD9sGLf,Bulleya,"['Vishal-Shekhar', 'Papon', 'Irshad Kamil']",Sultan,31-05-2016,https://i.scdn.co/image/ab67616d0000b273b2abfd2439b6c23c3664df87,69,bollywood
4bD9z9qa4qg9BhryvYWB7c,Kabira,"['Pritam', 'Tochi Raina', 'Rekha Bhardwaj']",Yeh Jawaani Hai Deewani,30-03-2013,https://i.scdn.co/image/ab67616d0000b273707ea5b8023ac77d31756ed4,69,bollywood
6t9KM2EQD4H2KbrTgHGYf3,"Taras - From ""Munjya""","['Sachin-Jigar', 'Jasmine Sandlas', 'Amitabh Bhattacharya']","Taras (From ""Munjya"")",27-05-2024,https://i.scdn.co/image/ab67616d0000b2732ddf2619ed72a5996f3bbc82,69,bollywood
72CkpVdvmc8t28o8I9N32J,Tere Sang Yaara,"['Atif Aslam', 'Manoj Muntashir']",Rustom (Original Motion Picture Soundtrack),15-07-2016,https://i.scdn.co/image/ab67616d0000b2733a2753349e18d67b45e5b24d,69,bollywood
32765xcLM1fd6wQIpkN9A0,Hasi - Male Version,"['Ami Mishra', 'Kunaal Vermaa']",Hamari Adhuri Kahani (Original Motion Picture Soundtrack),21-05-2015,https://i.scdn.co/image/ab67616d0000b273b0f9ceb59927ab76fe6269be,69,bollywood
72zHuDxFQTjbL51qJQSA7j,"Ranjha (From ""Shershaah"")","['Jasleen Royal', 'B Praak', 'Romy']","Ranjha (From ""Shershaah"")",05-08-2021,https://i.scdn.co/image/ab67616d0000b27309426d9ae9d8d981735ebc5e,69,bollywood
1smFN2CLqGROu0J0UyvDfL,Shayad,"['Pritam', 'Arijit Singh']",Love Aaj Kal (Original Motion Picture Soundtrack),14-02-2020,https://i.scdn.co/image/ab67616d0000b273095191f6b96fd9eff585befc,69,bollywood
1mQUEvGR7Sbt2OCz2gFrdx,"Aayi Nai (From ""Stree 2"")","['Sachin-Jigar', 'Pawan Singh', 'Simran Choudhary', 'Divya Kumar', 'Amitabh Bhattacharya']","Aayi Nai (From ""Stree 2"")",01-08-2024,https://i.scdn.co/image/ab67616d0000b273c617a7ebd0cfe5bdbb26d262,68,bollywood
18YHbIhrleUkKKj2DvEp79,Zara Sa,"['Pritam', 'KK']",Jannat (Original Motion Picture Soundtrack),07-03-2008,https://i.scdn.co/image/ab67616d0000b273727d531901c07a499498c544,68,bollywood
3yV2c3cYhkAwSsxAq6nRiv,Mann Mera,['Gajendra Verma'],Table No. 21 (Original Motion Picture Soundtrack),21-12-2012,https://i.scdn.co/image/ab67616d0000b273f628e4136d9d0e2d8dff4fee,69,bollywood
209QxKVJzh2FLUmZHpYs4m,God Damn,"['Badshah', 'Karan Aujla', 'Hiten']",Ek Tha Raja,18-03-2024,https://i.scdn.co/image/ab67616d0000b2739bb2d30b01ac2cada8a8ad03,69,bollywood
52itZ0w0CydihB2JCZEIft,Pee Loon,"['Pritam', 'Mohit Chauhan', 'Irshad Kamil']",Once Upon A Time In Mumbaai,29-06-2010,https://i.scdn.co/image/ab67616d0000b273df934f4de5f8dd46f8d75f5f,69,bollywood
1y1rQTkWmrZdJmjwuK07GC,"Kaise Hua (From ""Kabir Singh"")","['Vishal Mishra', 'Manoj Muntashir']","Kaise Hua (From ""Kabir Singh"")",13-06-2019,https://i.scdn.co/image/ab67616d0000b273ce1f4349305971b5beb75fcd,68,bollywood
73K33p4Vyz9koXGqmL5eFs,Malang Sajna,"['Sachet Tandon', 'Parampara Tandon', 'Kumaar', 'Sachet-Parampara']",Malang Sajna,19-12-2022,https://i.scdn.co/image/ab67616d0000b273e4be675de3a03b2ad2552c6d,68,bollywood
2ZD4aIEepqZsdxPxLSuUhm,Tere Pyaar Mein,"['Pritam', 'Arijit Singh', 'Amitabh Bhattacharya', 'Nikhita Gandhi']","Tere Pyaar Mein (From ""Tu Jhoothi Main Makkaar"")",01-02-2023,https://i.scdn.co/image/ab67616d0000b273fdd4cc7defb987b4c3aa2d9e,68,bollywood
7wW9scVNLYFLsmBb1yAUmS,Blue Eyes,['Yo Yo Honey Singh'],Blue Eyes,08-11-2013,https://i.scdn.co/image/ab67616d0000b27346a4f62d210c2cb02158eac7,69,bollywood
2iNqdCchlUZEgjJbQyZf8T,Teri Deewani,"['Kailash Kher', 'Paresh Kamath', 'Naresh Kamath']",Kailasa,24-02-2006,https://i.scdn.co/image/ab67616d0000b273a853b902decce7830d171841,68,bollywood
5JCDVLwteSXuwVqjCa7SwH,O Rangrez,"['Shankar-Ehsaan-Loy', 'Shreya Ghoshal', 'Javed Bashir', 'Yusuf Mohammed', 'Vajid Ali']",Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),14-06-2013,https://i.scdn.co/image/ab67616d0000b273fd2df008046f04c32d9c0c2e,68,bollywood
1QZRCi2Z1DQQaR6bGAzhtN,Love Dose,['Yo Yo Honey Singh'],Desi Kalakaar,26-09-2014,https://i.scdn.co/image/ab67616d0000b27365ce8c712e4fb894bc88461b,68,bollywood
51DEaelXeJJ6cFFYbX8Hal,Zihaal e Miskin,"['Javed-Mohsin', 'Vishal Mishra', 'Shreya Ghoshal']",Zihaal e Miskin,25-05-2023,https://i.scdn.co/image/ab67616d0000b27373b0435dbfea11043c2909b8,68,bollywood
0UZLaEOSIc5kg0cc7eszqC,Manjha,['Vishal Mishra'],Manjha,17-03-2020,https://i.scdn.co/image/ab67616d0000b273dea88e870d30a4da51065bf5,68,bollywood
0ojpEubhy4JNeVftmVuiN7,Pehla Pyaar,"['Vishal Mishra', 'Armaan Malik']",Kabir Singh,14-06-2019,https://i.scdn.co/image/ab67616d0000b273c5545f737b16ad5ee767b62a,68,bollywood
2vR23BjIzpLMtzsyKrM6Mb,Saiyyan,"['Kailash Kher', 'Paresh Kamath', 'Naresh Kamath']",Jhoomo Re,03-06-2011,https://i.scdn.co/image/ab67616d0000b273cd3f6c3c2f2aa9b76fe635b1,68,bollywood
5PvwPy5eRO8BPwpRzCHK3D,Sunn Raha Hai (Male Version),['Ankit Tiwari'],Aashiqui 2,06-04-2013,https://i.scdn.co/image/ab67616d0000b2736404721c1943d5069f0805f3,68,bollywood
6FjbAnaPRPwiP3sciEYctO,Raabta,"['Pritam', 'Arijit Singh']",Agent Vinod,24-02-2012,https://i.scdn.co/image/ab67616d0000b273e810a88d506b30bdc0935247,68,bollywood
0rMeOAvbQZ2RTG4B6L1M4p,Asal Mein,['Darshan Raval'],Asal Mein,18-02-2020,https://i.scdn.co/image/ab67616d0000b2736597f07e711333210fa77b1c,68,bollywood
0loZn1c5heXie7OAtvK6nH,Humnava Mere,"['Jubin Nautiyal', 'Rocky - Shiv']",Humnava Mere,23-05-2018,https://i.scdn.co/image/ab67616d0000b273c1cd18ce264a99c525dd88f5,69,bollywood
4BTPzhEsyW3blWcxcuhLM0,Mitwa,"['Shankar-Ehsaan-Loy', 'Shankar Mahadevan', 'Caralisa Monteiro', 'Shafqat Amanat Ali']",Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),08-06-2006,https://i.scdn.co/image/ab67616d0000b273afbf50bfb7b032b69deabade,68,bollywood
7bzR0C8NhnBA79iTXUCJ7o,"Jaanam (From ""Bad Newz"")",['Vishal Mishra'],"Jaanam (From ""Bad Newz"")",09-07-2024,https://i.scdn.co/image/ab67616d0000b273878a51d67dfc797dea4e92a4,67,bollywood
0l6g8Z8mqGbGXFOjigYetD,Hawayein,"['Pritam', 'Arijit Singh']",Jab Harry Met Sejal (Original Motion Picture Soundtrack),03-08-2017,https://i.scdn.co/image/ab67616d0000b273a08a13555e245f7f11aba13f,68,bollywood
1kTEGyqUJFgstwdgJFLqz1,"Dil Se Dil Tak (From ""Bawaal"")","['Akashdeep Sengupta', 'Laqshay Kapoor', 'Kausar Munir', 'Suvarna Tiwari']","Dil Se Dil Tak (From ""Bawaal"")",14-07-2023,https://i.scdn.co/image/ab67616d0000b273bdbfa224f9c1f5c657c4250e,67,bollywood
6cUOiOY5qh2FpIQWIYAd2h,Mehrama,"['Pritam', 'Darshan Raval', 'Antara Mitra']",Love Aaj Kal (Original Motion Picture Soundtrack),14-02-2020,https://i.scdn.co/image/ab67616d0000b273095191f6b96fd9eff585befc,67,bollywood
0FBQ4NrrHUbR9kus7rzrOj,Dil Diyan Gallan,['Atif Aslam'],YRF Top 10 - Falling in Love,13-02-2021,https://i.scdn.co/image/ab67616d0000b273f7991610fad937fd9f29f55d,68,bollywood
2gKNWPBrI2IRBl2RRUtoEb,"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]","['Shreya Ghoshal', 'Devi Sri Prasad', 'Chandra Bose']","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",29-05-2024,https://i.scdn.co/image/ab67616d0000b273bde2708d57b1fbb64ca2a233,67,bollywood
2Z6HgNji9cNlFLNORw6wDQ,"Channa Ve - From ""Bhoot - Part One: The Haunted Ship""","['Mansheel Gujral', 'Akhil Sachdeva']","Channa Ve (From ""Bhoot - Part One: The Haunted Ship"" / Original Motion Picture Soundtrack)",12-02-2020,https://i.scdn.co/image/ab67616d0000b273d3c06cabe1f80f26d369c5ba,67,bollywood
48Ix6ReYdJf2H4mKb3TIpj,Tera Hone Laga Hoon,"['Atif Aslam', 'Alisha Chinai', 'Pritam']",Best of Romance: Atif Aslam & Pritam,20-04-2023,https://i.scdn.co/image/ab67616d0000b273a1c00de3e08bfde2c646c7a3,68,bollywood
3hkC9EHFZNQPXrtl8WPHnX,Agar Tum Saath Ho,"['Alka Yagnik', 'Arijit Singh']",Tamasha,16-10-2015,https://i.scdn.co/image/ab67616d0000b273da50894e074ecd5ce61de0a1,67,bollywood
4r8JqkhpTb5tzSKKHnVJIJ,Tujhe Bhula Diya,"['Vishal-Shekhar', 'Mohit Chauhan', 'Shekhar Ravjiani', 'Shruti Pathak']",Anjaana Anjaani,19-08-2010,https://i.scdn.co/image/ab67616d0000b2731da0a37c5bad81580d49ef05,68,bollywood
2FCXQHugkoHE1K3tiDu8pu,"Agar Tum Saath Ho (From ""Tamasha"")","['Alka Yagnik', 'Arijit Singh']",Love Forever With Arijit Singh,07-06-2017,https://i.scdn.co/image/ab67616d0000b2737569cbe3695608074d9fd389,67,bollywood
7aE1lfskJLMHQnzCCP1zsV,"Humsafar (From ""Badrinath Ki Dulhania"")","['Akhil Sachdeva', 'Mansheel Gujral']",Best Of Akhil Sachdeva,03-09-2019,https://i.scdn.co/image/ab67616d0000b273dc9563139ebc2a5597254664,67,bollywood
6bmmHeCvZI92pRiTHxEdTC,O Maahi,"['Pritam', 'Arijit Singh', 'Irshad Kamil']",Dunki,20-12-2023,https://i.scdn.co/image/ab67616d0000b273ab1e3b16de1c7ec009880e97,68,bollywood
2oenSXLDbWVaaL7QjSGYj5,Lalkara,"['Diljit Dosanjh', 'Intense', 'Sultaan']",Ghost,29-09-2023,https://i.scdn.co/image/ab67616d0000b273cb2f9520171129a3df7a241a,68,bollywood
0tpwqQhdfJXRcUDSNRjb9O,"Mere Yaaraa (From ""Sooryavanshi"")","['Arijit Singh', 'Neeti Mohan', 'Rashmi Virag']","Mere Yaaraa (From ""Sooryavanshi"")",27-10-2021,https://i.scdn.co/image/ab67616d0000b2733361905e288acb907f181f6a,67,bollywood
3ZGJhN4unVspOqpwGvUL2W,Lemonade,['Diljit Dosanjh'],Drive Thru,15-07-2022,https://i.scdn.co/image/ab67616d0000b273010ffee75fd78504689a7d33,68,bollywood
54PRUdMOYzglMGnsg9kIta,"Hua Main (From ""ANIMAL"")","['Raghav Chaitanya', 'Manoj Muntashir', 'Pritam']","Hua Main (From ""ANIMAL"")",11-10-2023,https://i.scdn.co/image/ab67616d0000b273ac2f40efa7f20f169acfb46f,66,bollywood
5O932cZmzOZGOGZz9RHx20,Khairiyat,"['Pritam', 'Arijit Singh']",Chhichhore,31-08-2019,https://i.scdn.co/image/ab67616d0000b273eaa6b4bfb5954ee5a5a8ce9e,67,bollywood
6UgcN95w7vQxkR8sEFmwHG,Chahun Main Ya Naa,"['Palak Muchhal', 'Arijit Singh']",Aashiqui 2,06-04-2013,https://i.scdn.co/image/ab67616d0000b2736404721c1943d5069f0805f3,67,bollywood
4CGBTtlrjZj7ydpV52cgB4,Maula Mere Maula,['Roop Kumar Rathod'],Anwar,12-01-2007,https://i.scdn.co/image/ab67616d0000b273018cf5516fb005a06193b565,66,bollywood
06LCamFUOtImIKi9mFRKiD,"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")","['Pritam', 'Arijit Singh', 'Shreya Ghoshal', 'Amitabh Bhattacharya']","Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")",28-06-2023,https://i.scdn.co/image/ab67616d0000b2735f8a6f2a27d5d75abc41501a,66,bollywood
7G5wpuR61ABrT7R1snos7C,Kalank - Title Track,"['Pritam', 'Arijit Singh']",Kalank (Original Motion Picture Soundtrack),14-04-2019,https://i.scdn.co/image/ab67616d0000b2739eb6c1861d8c058e7052df1e,67,bollywood
7BCp5hEiiDSmXsxsXkvYff,Qaafirana,"['Amit Trivedi', 'Arijit Singh', 'Nikhita Gandhi']",Kedarnath (Original Motion Picture Soundtrack),27-11-2018,https://i.scdn.co/image/ab67616d0000b273c65eb44f9039e006247ef8f7,66,bollywood
6vuMdb0E8buJeSHArN3dXk,"Chale Aana (From ""De De Pyaar De"")","['Amaal Mallik', 'Armaan Malik', 'Kunaal Vermaa']","Chale Aana (From ""De De Pyaar De"")",02-05-2019,https://i.scdn.co/image/ab67616d0000b2737d8baa691435a7588fe4ab57,67,bollywood
7cWnks0lsRtpAi87COOiXK,O Re Piya,"['Salim–Sulaiman', 'Rahat Fateh Ali Khan', 'Jaideep Sahni']",Aaja Nachle,18-10-2007,https://i.scdn.co/image/ab67616d0000b273108d10d84153ff78d2197f62,67,bollywood
4kaLkst9lT3sQ5Crgxs3ic,Pani Da Rang - Male Vocals,"['Ayushmann Khurrana', 'Rochak Kohli']",Vicky Donor (Original Motion Picture Soundtrack),09-04-2012,https://i.scdn.co/image/ab67616d0000b2737f5ef63cacc621f38a98f554,67,bollywood
2MvCNH9ua0CeOgUQfZf56z,Guzarish,['Javed Ali'],Ghajini,25-11-2008,https://i.scdn.co/image/ab67616d0000b2735b7ba7da308af447f48b9943,67,bollywood
6VBhH7CyP56BXjp8VsDFPZ,"Kesariya (From ""Brahmastra"")","['Pritam', 'Arijit Singh', 'Amitabh Bhattacharya']","Kesariya (From ""Brahmastra"")",17-07-2022,https://i.scdn.co/image/ab67616d0000b273c08202c50371e234d20caf62,67,bollywood
1UWacd8x8tPPwmrPB1MoBI,Ae Dil Hai Mushkil Title Track,"['Pritam', 'Arijit Singh']",Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],26-10-2016,https://i.scdn.co/image/ab67616d0000b273bca30634e6cad10b97c03d21,67,bollywood
3f0wz6zcA7XkQiGm0qNF5r,"Thodi Jagah (From ""Marjaavaan"")","['Arijit Singh', 'Tanishk Bagchi']","Thodi Jagah (From ""Marjaavaan"")",18-10-2019,https://i.scdn.co/image/ab67616d0000b273f38fe9999b084f9d187b8534,67,bollywood
6GQK4G5o60E8YA18DGpAzv,Hale Dil,['Harshit Saxena'],Murder 2,30-05-2011,https://i.scdn.co/image/ab67616d0000b2732432edc97b465e6db54d356b,66,bollywood
